State_Abbr,State,Medicaid_Expanded,Total_Financial_Assistance_Apps_Submitted,Medicaid_Indiv_Elig_Applied,CHIP_Indiv_Elig_Applied,Total Medicaid and CHIP Determinations,Total_Enrollment,Latitude,Longitude,Tot_Medicaid_Enroll,Tot_CHIP_Enroll,Month,Year
MA,Massachusetts,Y,19902.0,14830.0,875.0,15705.0,1578285,31.1801,-91.8749,1393009,185276,May,2019
IA,Iowa,Y,15061.0,1187.0,0.0,1187.0,698026,21.1098,-157.5311,621288,76738,May,2019
NH,New Hampshire,Y,7940.0,4752.0,495.0,5247.0,179771,47.5362,-99.79299999999999,164925,14846,May,2019
ME,Maine,Y,7317.0,11771.0,673.0,12444.0,260488,39.0724,-76.7902,249431,11057,May,2019
NC,North Carolina,N,21538.0,30746.0,3144.0,33890.0,1745341,32.7673,-89.6812,1479350,265991,May,2019
NY,New York,Y,780828.0,122005.0,10039.0,132044.0,6527068,34.8375,-106.2371,5864272,662796,May,2019
ND,North Dakota,Y,2243.0,2475.0,66.0,2541.0,92207,46.9048,-110.3261,90121,2086,May,2019
MT,Montana,Y,3864.0,3975.0,340.0,4315.0,275834,14.8058,145.5505,246269,29565,May,2019
MS,Mississippi,N,19070.0,12448.0,561.0,13009.0,620955,38.4623,-92.302,544239,76716,May,2019
TX,Texas,N,141944.0,89889.0,13154.0,103043.0,4180837,33.8191,-80.9066,3605294,575543,May,2019
WV,West Virginia,Y,19989.0,10977.0,558.0,11535.0,516262,18.0001,-64.8199,483018,33244,May,2019
WI,Wisconsin,N,23781.0,17775.0,1092.0,18867.0,1040023,37.768,-78.2057,971083,68940,May,2019
LA,Louisiana,Y,30643.0,39910.0,7894.0,47804.0,1539835,37.669000000000004,-84.6514,1404452,135383,May,2019
AL,Alabama,N,12966.0,13388.0,1542.0,14930.0,915187,32.799,-86.8073,744747,170440,May,2019
NM,New Mexico,Y,12433.0,19970.0,1695.0,21665.0,730986,43.4108,-71.5653,694039,36947,May,2019
NJ,New Jersey,Y,37000.0,17816.0,6408.0,24224.0,1726025,41.1289,-98.2883,1505604,220421,May,2019
AK,Alaska,Y,3107.0,2675.0,113.0,2788.0,220384,61.385,-152.2683,204803,15581,May,2019
MO,Missouri,N,20149.0,9257.0,365.0,9622.0,852161,45.7326,-93.9196,819296,32865,May,2019
OH,Ohio,Y,71825.0,61003.0,3108.0,64111.0,2657900,38.4199,-117.1219,2456552,201348,May,2019
MI,Michigan,Y,56894.0,52945.0,1875.0,54820.0,2318205,44.6074,-69.3977,2256923,61282,May,2019
SC,South Carolina,N,23681.0,6361.0,149.0,6510.0,1055008,40.5773,-77.264,963824,91184,May,2019
SD,South Dakota,N,2657.0,1538.0,0.0,1538.0,111113,18.2766,-66.335,95460,15653,May,2019
HI,Hawaii,Y,4842.0,5631.0,379.0,6010.0,329422,32.9866,-83.6487,304001,25421,May,2019
WY,Wyoming,N,1490.0,808.0,45.0,853.0,56608,44.0407,-72.7093,52254,4354,May,2019
KY,Kentucky,Y,9714.0,34085.0,1689.0,35774.0,1210340,38.5111,-96.8005,1122257,88083,May,2019
CT,Connecticut,Y,17202.0,15116.0,369.0,15485.0,862405,39.0646,-105.3272,842612,19793,May,2019
DE,Delaware,Y,2733.0,4799.0,696.0,5495.0,247965,38.8964,-77.0262,236779,11186,May,2019
UT,Utah,N,18785.0,39487.0,0.0,39487.0,309977,44.2853,-99.4632,268297,41680,May,2019
PA,Pennsylvania,Y,93066.0,86781.0,10132.0,96913.0,2965823,35.5376,-96.9247,2782259,183564,May,2019
CO,Colorado,Y,23084.0,19573.0,358.0,19931.0,1286615,36.17,-119.7462,1202654,83961,May,2019
HI,Hawaii,Y,4511.0,5180.0,377.0,5557.0,329106,32.9866,-83.6487,303831,25275,Jun,2019
LA,Louisiana,Y,28345.0,29390.0,4827.0,34217.0,1520704,37.669000000000004,-84.6514,1403256,117448,Jun,2019
WI,Wisconsin,N,22657.0,16534.0,922.0,17456.0,1040697,37.768,-78.2057,971860,68837,Jun,2019
MS,Mississippi,N,18094.0,10905.0,619.0,11524.0,620078,38.4623,-92.302,543479,76599,Jun,2019
AL,Alabama,N,12752.0,13684.0,1679.0,15363.0,918497,32.799,-86.8073,745771,172726,Jun,2019
TX,Texas,N,130459.0,112585.0,17293.0,129878.0,4200139,33.8191,-80.9066,3620423,579716,Jun,2019
MI,Michigan,Y,54431.0,49624.0,1735.0,51359.0,2305833,44.6074,-69.3977,2244066,61767,Jun,2019
SD,South Dakota,N,2450.0,1381.0,0.0,1381.0,110442,18.2766,-66.335,94830,15612,Jun,2019
WV,West Virginia,Y,17916.0,10214.0,517.0,10731.0,514923,18.0001,-64.8199,481516,33407,Jun,2019
MO,Missouri,N,19707.0,8831.0,294.0,9125.0,840660,45.7326,-93.9196,807842,32818,Jun,2019
CO,Colorado,Y,21927.0,18509.0,338.0,18847.0,1281754,36.17,-119.7462,1200231,81523,Jun,2019
DE,Delaware,Y,2572.0,4626.0,746.0,5372.0,247349,38.8964,-77.0262,236146,11203,Jun,2019
MN,Minnesota,Y,22486.0,16449.0,49.0,16498.0,1045238,43.3504,-84.5603,1043957,1281,Jun,2019
UT,Utah,N,16211.0,49606.0,0.0,49606.0,309007,44.2853,-99.4632,267168,41839,Jun,2019
WY,Wyoming,N,1307.0,773.0,29.0,802.0,56047,44.0407,-72.7093,51757,4290,Jun,2019
DC,District of Columbia,Y,3784.0,1754.0,0.0,1754.0,257622,41.5834,-72.7622,240795,16827,Jun,2019
NY,New York,Y,883747.0,118012.0,7963.0,125975.0,6515656,34.8375,-106.2371,5845908,669748,Jun,2019
PA,Pennsylvania,Y,88353.0,79715.0,9258.0,88973.0,2955307,35.5376,-96.9247,2771876,183431,Jun,2019
VT,Vermont,Y,4029.0,4944.0,118.0,5062.0,155139,31.105999999999998,-97.6475,150800,4339,Jun,2019
MD,Maryland,Y,95692.0,37905.0,3571.0,41476.0,1322426,42.2373,-71.5314,1170407,152019,Jun,2019
SC,South Carolina,N,21441.0,6513.0,120.0,6633.0,1055203,40.5773,-77.264,964340,90863,Jun,2019
KS,Kansas,N,0.0,0.0,0.0,0.0,370030,39.8647,-86.2604,315096,54934,Jun,2019
CA,California,Y,153566.0,149649.0,10684.0,160333.0,11744007,33.7712,-111.3877,10441601,1302406,Jun,2019
IN,Indiana,Y,78026.0,30850.0,2340.0,33190.0,1459123,40.3363,-89.0022,1347281,111842,Jun,2019
OR,Oregon,Y,11376.0,18968.0,1929.0,20897.0,984652,40.3736,-82.7755,856078,128574,Jun,2019
WA,Washington,Y,129063.0,91465.0,1484.0,92949.0,1710518,40.1135,-111.8535,1643705,66813,Jun,2019
VA,Virginia,Y,27232.0,19657.0,634.0,20291.0,1324237,35.7449,-86.7489,1180059,144178,Jun,2019
IL,Illinois,Y,62159.0,28852.0,9073.0,37925.0,2826169,44.2394,-114.5103,2564021,262148,Jun,2019
FL,Florida,N,267353.0,163446.0,18646.0,182092.0,3650441,39.3498,-75.5148,3412209,238232,Jun,2019
AK,Alaska,Y,3108.0,2400.0,99.0,2499.0,221746,61.385,-152.2683,206033,15713,Jun,2019
GA,Georgia,N,41789.0,22981.0,729.0,23710.0,1841182,27.8333,-81.717,1631816,209366,Jun,2019
CT,Connecticut,Y,15771.0,14060.0,332.0,14392.0,858543,39.0646,-105.3272,838673,19870,Jun,2019
NV,Nevada,Y,19181.0,11815.0,61.0,11876.0,631512,40.314,-74.5089,589769,41743,Jun,2019
IA,Iowa,Y,13620.0,963.0,0.0,963.0,697416,21.1098,-157.5311,620959,76457,Jun,2019
KY,Kentucky,Y,8923.0,32639.0,1695.0,34334.0,1209759,38.5111,-96.8005,1120953,88806,Jun,2019
NH,New Hampshire,Y,7128.0,4097.0,481.0,4578.0,178783,47.5362,-99.79299999999999,163964,14819,Jun,2019
MA,Massachusetts,Y,19314.0,14561.0,894.0,15455.0,1580598,31.1801,-91.8749,1395401,185197,Jun,2019
AZ,Arizona,Y,99470.0,0.0,0.0,0.0,1705679,14.2417,-170.7197,1604805,100874,Jun,2019
AR,Arkansas,Y,19135.0,8381.0,327.0,8708.0,850582,34.9513,-92.3809,761140,89442,Jun,2019
NM,New Mexico,Y,11725.0,16373.0,1576.0,17949.0,729156,43.4108,-71.5653,692477,36679,Jun,2019
TN,Tennessee,N,14023.0,5933.0,581.0,6514.0,1445588,41.6772,-71.5101,1394142,51446,Jun,2019
OK,Oklahoma,N,37987.0,36793.0,6829.0,43622.0,729196,42.1497,-74.9384,610779,118417,Jun,2019
ID,Idaho,N,7063.0,5272.0,332.0,5604.0,274946,42.0046,-93.214,249346,25600,Jun,2019
NJ,New Jersey,Y,34382.0,14468.0,6027.0,20495.0,1727705,41.1289,-98.2883,1504733,222972,Jun,2019
RI,Rhode Island,Y,1696.0,2598.0,347.0,2945.0,300759,44.5672,-122.1269,269191,31568,Jun,2019
OH,Ohio,Y,67504.0,57223.0,2911.0,60134.0,2647784,38.4199,-117.1219,2448538,199246,Jun,2019
NE,Nebraska,N,5534.0,5360.0,707.0,6067.0,245673,35.6411,-79.8431,212060,33613,Jun,2019
NC,North Carolina,N,21374.0,28575.0,2744.0,31319.0,1742944,32.7673,-89.6812,1475633,267311,Jun,2019
ND,North Dakota,Y,1824.0,2046.0,52.0,2098.0,90107,46.9048,-110.3261,88010,2097,Jun,2019
MT,Montana,Y,3793.0,3845.0,339.0,4184.0,273144,14.8058,145.5505,243863,29281,Jun,2019
ME,Maine,Y,6582.0,11653.0,612.0,12265.0,259942,39.0724,-76.7902,248724,11218,Jun,2019
PA,Pennsylvania,Y,99081.0,90484.0,10455.0,100939.0,2962254,35.5376,-96.9247,2777921,184333,Jul,2019
SC,South Carolina,N,24019.0,7614.0,152.0,7766.0,1037023,40.5773,-77.264,946774,90249,Jul,2019
WA,Washington,Y,135945.0,100138.0,1656.0,101794.0,1710797,40.1135,-111.8535,1643362,67435,Jul,2019
IN,Indiana,Y,86455.0,35170.0,2761.0,37931.0,1461778,40.3363,-89.0022,1350305,111473,Jul,2019
AK,Alaska,Y,3147.0,2693.0,157.0,2850.0,223117,61.385,-152.2683,207174,15943,Jul,2019
CT,Connecticut,Y,17828.0,15779.0,427.0,16206.0,857415,39.0646,-105.3272,837367,20048,Jul,2019
NV,Nevada,Y,21510.0,13526.0,71.0,13597.0,632838,40.314,-74.5089,593317,39521,Jul,2019
GA,Georgia,N,47828.0,24102.0,731.0,24833.0,1848553,27.8333,-81.717,1638216,210337,Jul,2019
KS,Kansas,N,0.0,0.0,0.0,0.0,370250,39.8647,-86.2604,315102,55148,Jul,2019
NY,New York,Y,748567.0,111365.0,5802.0,117167.0,6518512,34.8375,-106.2371,5847356,671156,Jul,2019
CA,California,Y,176698.0,167271.0,11738.0,179009.0,11743500,33.7712,-111.3877,10439839,1303661,Jul,2019
OR,Oregon,Y,12728.0,20432.0,1831.0,22263.0,986744,40.3736,-82.7755,858225,128519,Jul,2019
FL,Florida,N,294310.0,178349.0,21513.0,199862.0,3657394,39.3498,-75.5148,3420248,237146,Jul,2019
ME,Maine,Y,7035.0,12969.0,612.0,13581.0,261362,39.0724,-76.7902,249754,11608,Jul,2019
AZ,Arizona,Y,112109.0,0.0,0.0,0.0,1715655,14.2417,-170.7197,1614557,101098,Jul,2019
IL,Illinois,Y,71132.0,30935.0,10275.0,41210.0,2843003,44.2394,-114.5103,2577699,265304,Jul,2019
AR,Arkansas,Y,21294.0,9909.0,330.0,10239.0,855027,34.9513,-92.3809,765363,89664,Jul,2019
NM,New Mexico,Y,13423.0,19306.0,1708.0,21014.0,730037,43.4108,-71.5653,693272,36765,Jul,2019
KY,Kentucky,Y,8923.0,32639.0,1695.0,34334.0,1208968,38.5111,-96.8005,1119710,89258,Jul,2019
NH,New Hampshire,Y,8014.0,5009.0,466.0,5475.0,178761,47.5362,-99.79299999999999,163979,14782,Jul,2019
NE,Nebraska,N,6505.0,6818.0,921.0,7739.0,246175,35.6411,-79.8431,212320,33855,Jul,2019
HI,Hawaii,Y,5199.0,5537.0,402.0,5939.0,328393,32.9866,-83.6487,303135,25258,Jul,2019
MI,Michigan,Y,60367.0,56156.0,1858.0,58014.0,2305227,44.6074,-69.3977,2242127,63100,Jul,2019
NC,North Carolina,N,24319.0,31858.0,3014.0,34872.0,1738840,32.7673,-89.6812,1471327,267513,Jul,2019
VA,Virginia,Y,30346.0,21473.0,674.0,22147.0,1336892,35.7449,-86.7489,1191721,145171,Jul,2019
ND,North Dakota,Y,2090.0,2312.0,70.0,2382.0,89895,46.9048,-110.3261,87799,2096,Jul,2019
OH,Ohio,Y,74745.0,58921.0,3124.0,62045.0,2639320,38.4199,-117.1219,2441792,197528,Jul,2019
MA,Massachusetts,Y,20656.0,16281.0,1022.0,17303.0,1572581,31.1801,-91.8749,1388451,184130,Jul,2019
NJ,New Jersey,Y,37719.0,17909.0,6080.0,23989.0,1721103,41.1289,-98.2883,1497803,223300,Jul,2019
OK,Oklahoma,N,44716.0,42791.0,7418.0,50209.0,735152,42.1497,-74.9384,612128,123024,Jul,2019
ID,Idaho,N,12649.0,9452.0,1198.0,10650.0,265493,42.0046,-93.214,239694,25799,Jul,2019
LA,Louisiana,Y,32263.0,17601.0,2232.0,19833.0,1516298,37.669000000000004,-84.6514,1398972,117326,Jul,2019
MD,Maryland,Y,99906.0,38675.0,3957.0,42632.0,1326315,42.2373,-71.5314,1175791,150524,Jul,2019
WV,West Virginia,Y,19921.0,12347.0,632.0,12979.0,516288,18.0001,-64.8199,482755,33533,Jul,2019
RI,Rhode Island,Y,1913.0,3012.0,435.0,3447.0,301142,44.5672,-122.1269,268803,32339,Jul,2019
SD,South Dakota,N,2847.0,1606.0,0.0,1606.0,110329,18.2766,-66.335,94776,15553,Jul,2019
MT,Montana,Y,4412.0,4233.0,385.0,4618.0,270280,14.8058,145.5505,241331,28949,Jul,2019
TX,Texas,N,148898.0,103754.0,15297.0,119051.0,4202466,33.8191,-80.9066,3631639,570827,Jul,2019
UT,Utah,N,17057.0,39534.0,0.0,39534.0,309995,44.2853,-99.4632,268618,41377,Jul,2019
AL,Alabama,N,13994.0,15219.0,1966.0,17185.0,922278,32.799,-86.8073,748913,173365,Jul,2019
IA,Iowa,Y,15428.0,1170.0,0.0,1170.0,697504,21.1098,-157.5311,622153,75351,Jul,2019
TN,Tennessee,N,16014.0,10066.0,759.0,10825.0,1455231,41.6772,-71.5101,1402126,53105,Jul,2019
MS,Mississippi,N,21199.0,11703.0,597.0,12300.0,620982,38.4623,-92.302,544368,76614,Jul,2019
MO,Missouri,N,21181.0,9567.0,290.0,9857.0,832109,45.7326,-93.9196,798786,33323,Jul,2019
VT,Vermont,Y,4501.0,5039.0,129.0,5168.0,154546,31.105999999999998,-97.6475,150160,4386,Jul,2019
MN,Minnesota,Y,24320.0,18460.0,67.0,18527.0,1046325,43.3504,-84.5603,1045036,1289,Jul,2019
DE,Delaware,Y,2928.0,5220.0,719.0,5939.0,248021,38.8964,-77.0262,236781,11240,Jul,2019
DC,District of Columbia,Y,4828.0,1564.0,0.0,1564.0,256417,41.5834,-72.7622,239745,16672,Jul,2019
CO,Colorado,Y,25104.0,20960.0,370.0,21330.0,1284430,36.17,-119.7462,1202379,82051,Jul,2019
WI,Wisconsin,N,24866.0,18614.0,1014.0,19628.0,1040306,37.768,-78.2057,971561,68745,Jul,2019
WY,Wyoming,N,1436.0,744.0,43.0,787.0,55904,44.0407,-72.7093,51597,4307,Jul,2019
NC,North Carolina,N,24002.0,35304.0,3334.0,38638.0,1737811,32.7673,-89.6812,1469665,268146,Aug,2019
WV,West Virginia,Y,20088.0,12774.0,759.0,13533.0,516360,18.0001,-64.8199,482404,33956,Aug,2019
SC,South Carolina,N,25900.0,8348.0,245.0,8593.0,1058179,40.5773,-77.264,965712,92467,Aug,2019
TX,Texas,N,148450.0,104120.0,15608.0,119728.0,4216809,33.8191,-80.9066,3641993,574816,Aug,2019
ND,North Dakota,Y,2254.0,2495.0,83.0,2578.0,89842,46.9048,-110.3261,87711,2131,Aug,2019
SD,South Dakota,N,2874.0,1670.0,0.0,1670.0,110043,18.2766,-66.335,94510,15533,Aug,2019
NM,New Mexico,Y,13246.0,20929.0,2060.0,22989.0,732432,43.4108,-71.5653,695210,37222,Aug,2019
MT,Montana,Y,4626.0,4632.0,495.0,5127.0,268150,14.8058,145.5505,239523,28627,Aug,2019
TN,Tennessee,N,18461.0,17298.0,1378.0,18676.0,1453589,41.6772,-71.5101,1400201,53388,Aug,2019
RI,Rhode Island,Y,1875.0,2915.0,413.0,3328.0,301223,44.5672,-122.1269,268738,32485,Aug,2019
OR,Oregon,Y,12651.0,21686.0,2364.0,24050.0,986569,40.3736,-82.7755,858240,128329,Aug,2019
DE,Delaware,Y,3024.0,5115.0,802.0,5917.0,248054,38.8964,-77.0262,236672,11382,Aug,2019
UT,Utah,N,16002.0,54519.0,0.0,54519.0,310235,44.2853,-99.4632,268242,41993,Aug,2019
MN,Minnesota,Y,24531.0,18598.0,69.0,18667.0,1047075,43.3504,-84.5603,1045767,1308,Aug,2019
FL,Florida,N,284481.0,185644.0,21109.0,206753.0,3652059,39.3498,-75.5148,3412500,239559,Aug,2019
VT,Vermont,Y,4141.0,5418.0,151.0,5569.0,154020,31.105999999999998,-97.6475,149608,4412,Aug,2019
CO,Colorado,Y,22297.0,18999.0,326.0,19325.0,1285659,36.17,-119.7462,1204069,81590,Aug,2019
LA,Louisiana,Y,34144.0,20836.0,2448.0,23284.0,1527029,37.669000000000004,-84.6514,1408968,118061,Aug,2019
MS,Mississippi,N,22127.0,13773.0,765.0,14538.0,620620,38.4623,-92.302,543630,76990,Aug,2019
WI,Wisconsin,N,25595.0,18194.0,1040.0,19234.0,1043194,37.768,-78.2057,974545,68649,Aug,2019
MO,Missouri,N,24087.0,12292.0,501.0,12793.0,831826,45.7326,-93.9196,796984,34842,Aug,2019
VA,Virginia,Y,32777.0,22680.0,772.0,23452.0,1346606,35.7449,-86.7489,1200523,146083,Aug,2019
KS,Kansas,N,0.0,0.0,0.0,0.0,372977,39.8647,-86.2604,317370,55607,Aug,2019
AK,Alaska,Y,3183.0,2820.0,134.0,2954.0,221946,61.385,-152.2683,206020,15926,Aug,2019
NY,New York,Y,774701.0,117313.0,9654.0,126967.0,6512157,34.8375,-106.2371,5837262,674895,Aug,2019
HI,Hawaii,Y,5271.0,6186.0,484.0,6670.0,328923,32.9866,-83.6487,303347,25576,Aug,2019
DC,District of Columbia,Y,6583.0,4137.0,0.0,4137.0,255569,41.5834,-72.7622,239010,16559,Aug,2019
OH,Ohio,Y,72406.0,59085.0,3343.0,62428.0,2635478,38.4199,-117.1219,2438872,196606,Aug,2019
IL,Illinois,Y,71866.0,22304.0,8060.0,30364.0,2840200,44.2394,-114.5103,2572255,267945,Aug,2019
NV,Nevada,Y,20879.0,13112.0,70.0,13182.0,631562,40.314,-74.5089,591682,39880,Aug,2019
ME,Maine,Y,6807.0,12005.0,674.0,12679.0,259467,39.0724,-76.7902,247665,11802,Aug,2019
GA,Georgia,N,48255.0,27882.0,840.0,28722.0,1851137,27.8333,-81.717,1640383,210754,Aug,2019
AR,Arkansas,Y,21808.0,15822.0,1008.0,16830.0,856006,34.9513,-92.3809,765950,90056,Aug,2019
CT,Connecticut,Y,17722.0,16383.0,447.0,16830.0,855505,39.0646,-105.3272,835429,20076,Aug,2019
CA,California,Y,173329.0,168543.0,13305.0,181848.0,11752681,33.7712,-111.3877,10444841,1307840,Aug,2019
IA,Iowa,Y,15833.0,1012.0,0.0,1012.0,699072,21.1098,-157.5311,623084,75988,Aug,2019
IN,Indiana,Y,101819.0,39350.0,3292.0,42642.0,1467723,40.3363,-89.0022,1355872,111851,Aug,2019
PA,Pennsylvania,Y,97905.0,92456.0,10917.0,103373.0,2955060,35.5376,-96.9247,2770248,184812,Aug,2019
WA,Washington,Y,138779.0,100094.0,1850.0,101944.0,1710275,40.1135,-111.8535,1641866,68409,Aug,2019
OK,Oklahoma,N,51443.0,47415.0,7051.0,54466.0,730878,42.1497,-74.9384,608468,122410,Aug,2019
NH,New Hampshire,Y,8283.0,5276.0,587.0,5863.0,178753,47.5362,-99.79299999999999,163884,14869,Aug,2019
NJ,New Jersey,Y,38135.0,18684.0,6009.0,24693.0,1711670,41.1289,-98.2883,1487174,224496,Aug,2019
AL,Alabama,N,14285.0,15599.0,2133.0,17732.0,925263,32.799,-86.8073,751874,173389,Aug,2019
NE,Nebraska,N,6459.0,6434.0,1048.0,7482.0,246846,35.6411,-79.8431,212815,34031,Aug,2019
MD,Maryland,Y,99107.0,38840.0,4117.0,42957.0,1328343,42.2373,-71.5314,1179451,148892,Aug,2019
ID,Idaho,N,12515.0,10182.0,1179.0,11361.0,259850,42.0046,-93.214,233930,25920,Aug,2019
MI,Michigan,Y,61212.0,57505.0,2025.0,59530.0,2297921,44.6074,-69.3977,2233415,64506,Aug,2019
KY,Kentucky,Y,10610.0,39614.0,2035.0,41649.0,1209350,38.5111,-96.8005,1119459,89891,Aug,2019
WY,Wyoming,N,1703.0,1118.0,41.0,1159.0,55368,44.0407,-72.7093,51063,4305,Aug,2019
MA,Massachusetts,Y,21192.0,16471.0,1188.0,17659.0,1566850,31.1801,-91.8749,1383531,183319,Aug,2019
AZ,Arizona,Y,116957.0,0.0,0.0,0.0,1722540,14.2417,-170.7197,1621721,100819,Aug,2019
VT,Vermont,Y,4307.0,5775.0,150.0,5925.0,152941,31.105999999999998,-97.6475,148550,4391,Sep,2019
OH,Ohio,Y,68468.0,55529.0,3108.0,58637.0,2633689,38.4199,-117.1219,2436724,196965,Sep,2019
AK,Alaska,Y,2955.0,2197.0,131.0,2328.0,221587,61.385,-152.2683,205472,16115,Sep,2019
IL,Illinois,Y,64450.0,27634.0,9347.0,36981.0,2842807,44.2394,-114.5103,2570932,271875,Sep,2019
IA,Iowa,Y,14284.0,1061.0,0.0,1061.0,699582,21.1098,-157.5311,622837,76745,Sep,2019
NY,New York,Y,917908.0,117054.0,8240.0,125294.0,6518169,34.8375,-106.2371,5833810,684359,Sep,2019
DC,District of Columbia,Y,6290.0,4448.0,0.0,4448.0,252645,41.5834,-72.7622,236441,16204,Sep,2019
HI,Hawaii,Y,4886.0,5630.0,386.0,6016.0,327674,32.9866,-83.6487,302368,25306,Sep,2019
MN,Minnesota,Y,23628.0,18361.0,54.0,18415.0,1044529,43.3504,-84.5603,1043233,1296,Sep,2019
CA,California,Y,155867.0,156911.0,12202.0,169113.0,11728031,33.7712,-111.3877,10419822,1308209,Sep,2019
NV,Nevada,Y,18745.0,11804.0,57.0,11861.0,631033,40.314,-74.5089,591450,39583,Sep,2019
AR,Arkansas,Y,19790.0,12078.0,787.0,12865.0,859311,34.9513,-92.3809,768672,90639,Sep,2019
GA,Georgia,N,42424.0,24959.0,749.0,25708.0,1851830,27.8333,-81.717,1640471,211359,Sep,2019
CT,Connecticut,Y,16744.0,15007.0,398.0,15405.0,855043,39.0646,-105.3272,835049,19994,Sep,2019
AL,Alabama,N,13058.0,13775.0,1861.0,15636.0,926273,32.799,-86.8073,753526,172747,Sep,2019
WI,Wisconsin,N,24038.0,17527.0,1151.0,18678.0,1046849,37.768,-78.2057,978071,68778,Sep,2019
OK,Oklahoma,N,51419.0,87682.0,10666.0,98348.0,727681,42.1497,-74.9384,609104,118577,Sep,2019
NJ,New Jersey,Y,37933.0,14649.0,5935.0,20584.0,1711647,41.1289,-98.2883,1485954,225693,Sep,2019
NH,New Hampshire,Y,8134.0,5177.0,513.0,5690.0,178759,47.5362,-99.79299999999999,163838,14921,Sep,2019
IN,Indiana,Y,93874.0,35011.0,3209.0,38220.0,1472433,40.3363,-89.0022,1359758,112675,Sep,2019
ME,Maine,Y,6453.0,11074.0,781.0,11855.0,259690,39.0724,-76.7902,247711,11979,Sep,2019
AZ,Arizona,Y,109308.0,0.0,0.0,0.0,1725477,14.2417,-170.7197,1624952,100525,Sep,2019
MI,Michigan,Y,56803.0,50990.0,1832.0,52822.0,2305079,44.6074,-69.3977,2239555,65524,Sep,2019
WY,Wyoming,N,1405.0,876.0,23.0,899.0,55874,44.0407,-72.7093,51570,4304,Sep,2019
TX,Texas,N,136899.0,88863.0,13015.0,101878.0,4220878,33.8191,-80.9066,3647614,573264,Sep,2019
MD,Maryland,Y,97101.0,36430.0,3516.0,39946.0,1327889,42.2373,-71.5314,1180283,147606,Sep,2019
KY,Kentucky,Y,9353.0,26823.0,1257.0,28080.0,1201866,38.5111,-96.8005,1111289,90577,Sep,2019
KS,Kansas,N,0.0,0.0,0.0,0.0,373564,39.8647,-86.2604,317470,56094,Sep,2019
NE,Nebraska,N,5745.0,5564.0,916.0,6480.0,247368,35.6411,-79.8431,213074,34294,Sep,2019
VA,Virginia,Y,31785.0,25828.0,994.0,26822.0,1356188,35.7449,-86.7489,1208888,147300,Sep,2019
MA,Massachusetts,Y,18807.0,13787.0,1033.0,14820.0,1583685,31.1801,-91.8749,1396668,187017,Sep,2019
UT,Utah,N,13925.0,38219.0,0.0,38219.0,309138,44.2853,-99.4632,267540,41598,Sep,2019
SC,South Carolina,N,29133.0,6928.0,154.0,7082.0,1057940,40.5773,-77.264,964805,93135,Sep,2019
ND,North Dakota,Y,2101.0,2322.0,78.0,2400.0,89537,46.9048,-110.3261,87404,2133,Sep,2019
MO,Missouri,N,21447.0,10274.0,417.0,10691.0,833781,45.7326,-93.9196,798356,35425,Sep,2019
NC,North Carolina,N,21395.0,36405.0,4074.0,40479.0,1783490,32.7673,-89.6812,1505280,278210,Sep,2019
ID,Idaho,N,10671.0,8491.0,739.0,9230.0,262616,42.0046,-93.214,236614,26002,Sep,2019
CO,Colorado,Y,19026.0,16287.0,266.0,16553.0,1285164,36.17,-119.7462,1204726,80438,Sep,2019
TN,Tennessee,N,18018.0,11843.0,749.0,12592.0,1452899,41.6772,-71.5101,1399048,53851,Sep,2019
MT,Montana,Y,4255.0,4486.0,411.0,4897.0,266931,14.8058,145.5505,238518,28413,Sep,2019
OR,Oregon,Y,12471.0,20461.0,2264.0,22725.0,989593,40.3736,-82.7755,860536,129057,Sep,2019
FL,Florida,N,256111.0,152304.0,18044.0,170348.0,3648067,39.3498,-75.5148,3408446,239621,Sep,2019
RI,Rhode Island,Y,1526.0,2213.0,256.0,2469.0,298266,44.5672,-122.1269,265705,32561,Sep,2019
DE,Delaware,Y,2701.0,4865.0,807.0,5672.0,247187,38.8964,-77.0262,235783,11404,Sep,2019
PA,Pennsylvania,Y,91808.0,83478.0,9177.0,92655.0,2939985,35.5376,-96.9247,2756913,183072,Sep,2019
LA,Louisiana,Y,29566.0,22321.0,1924.0,24245.0,1531896,37.669000000000004,-84.6514,1413952,117944,Sep,2019
SD,South Dakota,N,2675.0,1570.0,0.0,1570.0,109764,18.2766,-66.335,94162,15602,Sep,2019
MS,Mississippi,N,18920.0,12010.0,637.0,12647.0,620324,38.4623,-92.302,543220,77104,Sep,2019
WV,West Virginia,Y,18431.0,11426.0,629.0,12055.0,514608,18.0001,-64.8199,480518,34090,Sep,2019
WA,Washington,Y,137208.0,98060.0,1832.0,99892.0,1708007,40.1135,-111.8535,1638959,69048,Sep,2019
NM,New Mexico,Y,11772.0,17416.0,1433.0,18849.0,734260,43.4108,-71.5653,696696,37564,Sep,2019
AK,Alaska,Y,3274.0,2314.0,137.0,2451.0,221675,61.385,-152.2683,205320,16355,Oct,2019
AL,Alabama,N,13367.0,13653.0,1607.0,15260.0,928078,32.799,-86.8073,755371,172707,Oct,2019
AR,Arkansas,Y,21241.0,26461.0,2352.0,28813.0,862476,34.9513,-92.3809,771346,91130,Oct,2019
AZ,Arizona,Y,117684.0,0.0,0.0,0.0,1719616,14.2417,-170.7197,1620566,99050,Oct,2019
